Kode,Nama,Air,Energi,Protein,Lemak,Karbohidrat,Serat,Abu,Kalsium,Fosfor,Besi,Natrium,Kalium,Tembaga,Seng,Retinol,?-karoten,Karoten,Thiamin,Riboflavin,Niasin,Vitamin C,BDD,Olahan,Makanan,TKPI 2019
AP021,Mi basah,80.0,88.0,0.6,3.3,14.0,0.1,2.1,14.0,13.0,6.8,63.0,13.5,0.06,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,Olahan,Serealia,DABM-1964
AP022,Mi kering,10.6,339.0,10.0,1.7,6.3,0.4,1.4,31.0,143.0,3.9,760.0,83.0,0.29,1.9,0.0,0.0,0.0,0.0,0.08,2.2,0.0,100.0,Olahan,Serealia,KZGPI-1990
AP023,Misoa,10.0,345.0,8.5,2.2,78.0,0.5,1.3,52.0,120.0,8.7,3.064,44.0,0.08,0.0,0.0,0.0,0.0,0.0,0.02,0.2,0.0,100.0,Olahan,Serealia,KZGPI-1990
AP024,Roti putih,40.0,248.0,8.0,1.2,50.0,9.1,0.8,10.0,95.0,1.5,530.0,91.0,0.15,0.9,0.0,0.0,0.0,0.1,0.29,2.4,0.0,100.0,Olahan,Serealia,DABM-1964
AP025,Tepung terigu,11.8,333.0,9.0,1.0,77.2,0.3,1.0,22.0,150.0,6.3,2.0,0.0,0.02,2.8,0.0,0.0,0.0,0.35,0.47,1.0,0.0,100.0,Olahan,Serealia,KZGPI-1990
AP026,Amparan tatak,58.4,191.0,1.3,5.5,34.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,Olahan,Serealia,KZGMI-2001
AP027,"Apang kukus, kue",49.5,202.0,3.0,0.3,46.7,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,Olahan,Serealia,KZGMI-2001
AP028,"Apem, kue",63.1,148.0,2.0,0.5,33.9,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,Olahan,Serealia,KZGMI-2001
AP029,Biskuit,2.2,458.0,6.9,14.4,75.1,2.1,1.4,62.0,87.0,2.7,241.0,20.3,0.16,0.6,0.0,14.0,0.0,0.09,0.15,1.4,0.0,100.0,Olahan,Serealia,DABM-1964
AP030,"Bakpia, kue",38.9,272.0,8.7,6.7,44.1,0.9,1.6,194.0,117.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,1.392,0.31,1.0,2.9,0.0,100.0,Olahan,Serealia,KZGPI-1990
AP031,Bakwan,40.5,280.0,8.2,10.2,39.0,3.4,2.1,204.0,79.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,100.0,Olahan,Serealia,KZGPI-1990
AP032,Bantal,52.3,190.0,3.3,0.3,43.5,3.4,0.6,9.0,0.0,0.4,164.0,84.0,0.2,0.9,0.0,0.0,0.0,0.27,0.02,3.6,0.0,100.0,Olahan,Serealia,KZGMI-2001
AP033,Baruasa,5.3,417.0,6.5,8.2,79.3,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,Olahan,Serealia,KZGMI-2001
AP034,Batar daan,75.3,107.0,2.2,2.2,19.6,0.0,0.7,20.0,30.0,0.6,200.0,90.0,0.1,0.0,0.0,0.0,0.0,0.18,0.02,0.0,0.0,100.0,Olahan,Serealia,KZGMI-2001
AP035,Bika ambon,51.5,199.0,2.1,1.5,44.4,0.3,0.6,45.0,28.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,408.0,0.1,0.0,0.0,0.0,100.0,Olahan,Serealia,KZGPI-1990
AP036,Bingka,44.4,273.0,5.3,10.6,39.1,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,Olahan,Serealia,KZGMI-2001
AP037,Bobengka,46.3,225.0,5.3,2.6,45.2,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,Olahan,Serealia,KZGMI-2001
AP038,Bolu peca,55.6,197.0,3.3,4.6,35.6,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,Olahan,Serealia,KZGMI-2001
AP039,Brem,37.4,249.0,3.4,0.4,58.0,0.0,0.9,198.0,86.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,0.34,0.0,0.0,0.0,100.0,Olahan,Serealia,KZGPI-1990
AP040,Bubur tinotuan (Manado),80.9,156.0,2.3,0.2,15.6,8.2,1.0,41.0,20.0,0.4,486.0,164.0,0.3,0.4,0.0,1.437,0.0,0.1,0.04,0.0,15.0,100.0,Olahan,Serealia,KZGMI-2001
AP041,Cake tape,32.2,323.0,4.9,11.5,50.1,1.4,1.4,131.0,83.0,2.6,0.0,0.0,0.0,0.0,26.0,0.0,1.872,0.38,0.16,0.3,0.0,100.0,Olahan,Serealia,KZGMI-2001
AP042,Cangkuning,57.5,204.0,2.8,7.5,31.4,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,Olahan,Serealia,KZGMI-2001
AP043,Dodol bali,26.5,298.0,3.7,2.1,65.9,0.4,1.8,70.0,76.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,496.0,0.28,0.0,2.5,0.0,100.0,Olahan,Serealia,KZGPI-1990
AP044,Dodol galamai,16.5,348.0,0.4,3.8,76.1,0.5,1.2,41.0,144.0,2.6,38.0,76.0,0.3,2.1,0.0,0.0,0.0,0.03,0.06,1.8,0.0,100.0,Olahan,Serealia,KZGMI-2001
AP045,Dodol kedondong,26.4,331.0,1.9,7.6,63.8,1.0,0.4,90.0,55.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,408.0,0.11,0.0,0.8,5.0,100.0,Olahan,Serealia,KZGPI-1990
AP046,Dodol manado,26.1,373.0,4.3,16.5,51.9,0.4,1.2,41.0,142.0,2.4,35.0,72.0,0.3,2.1,0.0,0.0,0.0,0.04,0.06,2.1,0.0,100.0,Olahan,Serealia,KZGMI-2001
AP047,Emping beras,13.6,403.0,10.6,2.2,85.3,0.2,1.9,11.0,240.0,0.3,1.0,113.0,0.3,2.4,0.0,0.0,0.0,0.0,0.16,0.0,0.0,100.0,Olahan,Serealia,KZGMI-2001
AP048,Gemblong,36.2,274.0,1.7,5.4,55.5,2.2,1.2,69.0,55.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,Olahan,Serealia,KZGPI-1990
AP049,Gendar goreng,30.4,407.0,6.4,28.2,32.0,0.1,3.0,216.0,62.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,184.0,0.16,0.0,0.6,0.0,100.0,Olahan,Serealia,KZGPI-1990
AP050,Intip goreng,6.5,474.0,7.6,21.6,62.3,1.2,2.0,36.0,64.0,2.5,0.0,38.0,0.05,0.5,0.0,0.0,200.0,0.25,0.03,0.8,0.0,100.0,Olahan,Serealia,KZGPI-1990
AP051,Jagung gerontol,61.7,156.0,2.7,1.3,33.3,1.0,0.8,51.0,105.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,162.0,0.08,0.0,0.0,0.0,100.0,Olahan,Serealia,KZGPI-1990
AP052,Jagung titi,9.2,374.0,9.4,2.2,79.1,0.8,0.1,14.0,142.0,2.9,0.0,0.0,9.0,0.0,0.0,0.0,11.507,0.2,0.0,0.0,0.0,100.0,Olahan,Serealia,KZGPI-1990
AP053,Japilus,3.8,500.0,1.2,25.1,67.3,0.4,2.7,186.0,29.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.03,0.4,0.0,100.0,Olahan,Serealia,KZGPI-1990
AP054,Kakicak,43.9,296.0,3.4,15.1,36.7,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,Olahan,Serealia,KZGMI-2001
AP055,Kambose,61.5,164.0,3.0,2.4,32.6,4.3,0.7,16.0,36.0,0.7,0.0,32.0,0.1,1.6,0.0,256.0,0.0,0.1,0.1,0.4,0.0,100.0,Olahan,Serealia,KZGMI-2001
AP056,Kapusa,63.5,158.0,4.4,3.2,27.8,5.3,1.0,79.0,115.0,1.2,104.0,149.0,0.5,1.1,0.0,1.374,0.0,0.06,0.05,0.1,0.0,100.0,Olahan,Serealia,KZGMI-2001
AP057,Keddo bodong,33.9,290.0,4.6,5.7,55.2,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,Olahan,Serealia,KZGMI-2001
AP058,"Kelepon, kue",49.6,215.0,3.7,3.7,41.8,1.0,1.2,232.0,45.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,872.0,0.09,0.07,0.2,0.0,100.0,Olahan,Serealia,KZGMI-2001
AP059,Kereput,3.5,580.0,4.8,39.6,51.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,Olahan,Serealia,KZGMI-2001
AP060,Ketoprak,69.1,153.0,7.9,7.7,13.0,2.9,2.6,153.0,134.0,3.4,0.0,0.0,0.0,0.0,3.0,0.0,435.0,0.05,0.0,0.0,0.0,100.0,Olahan,Serealia,KZGPI-1990
AP061,Ketupat kandangan,78.5,109.0,2.2,5.2,13.4,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,Olahan,Serealia,KZGMI-2001
AP062,Koya,13.2,366.0,4.2,4.3,77.5,0.8,0.8,153.0,222.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,Olahan,Serealia,KZGMI-2001
AP063,Koya mirasa,7.2,370.0,8.0,1.0,82.2,0.4,1.6,83.0,110.0,17.0,0.0,0.0,0.0,0.0,3.0,0.0,144.0,0.19,0.45,2.6,0.0,100.0,Olahan,Serealia,KZGMI-2001
AP064,Koyabu,44.2,241.0,3.4,4.3,47.2,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,Olahan,Serealia,KZGMI-2001
AP065,Kue ali,12.8,440.0,3.8,18.5,64.5,0.3,0.4,27.0,47.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.09,0.0,0.0,100.0,Olahan,Serealia,KZGMI-2001
AP066,Kue bangen,5.6,442.0,3.3,14.7,74.2,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,Olahan,Serealia,KZGMI-2001
AP067,Kue gelang,7.1,448.0,5.8,16.1,70.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,Olahan,Serealia,KZGMI-2001
AP068,Kue jahe,3.7,425.0,1.6,8.8,84.6,1.2,1.3,155.0,61.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,100.0,Olahan,Serealia,KZGPI-1990
AP069,Kue kelapa,3.3,591.0,5.6,42.1,47.5,0.0,1.5,32.0,180.0,1.6,33.0,443.0,0.5,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,Olahan,Serealia,KZGMI-2001
AP070,Kue koa,14.5,340.0,4.8,0.4,79.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,Olahan,Serealia,KZGMI-2001
AP071,Kue ku temu,46.2,214.0,3.5,0.2,49.6,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,Olahan,Serealia,KZGMI-2001
AP072,Kue lumpur,40.1,291.0,3.6,11.1,44.1,0.0,1.1,96.0,60.0,2.3,0.0,0.0,0.0,0.0,20.0,0.0,400.0,0.24,0.0,0.0,0.0,100.0,Olahan,Serealia,KZGMS-1993
AP073,Kue pelita,71.0,141.0,5.3,5.5,17.6,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,Olahan,Serealia,KZGMI-2001
AP074,Kue putu cangkir,32.6,304.0,5.3,7.0,54.9,0.9,0.2,18.0,193.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,100.0,Olahan,Serealia,KZGPI-1990
AP075,Kue sus,56.6,221.0,7.5,10.2,24.8,0.0,0.9,105.0,85.0,2.5,0.0,0.0,0.0,0.0,26.0,0.0,1.3,0.12,0.0,0.0,0.0,100.0,Olahan,Serealia,KZGMS-1993
AP076,Kue thipan,43.0,247.0,2.9,4.2,49.5,0.0,0.4,16.0,107.0,1.8,95.0,56.0,1.3,0.8,0.0,0.0,0.0,0.17,0.0,0.0,0.0,100.0,Olahan,Serealia,KZGMI-2001
AP077,Laksa/Putu mayang,73.2,121.0,1.7,3.4,21.1,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,Olahan,Serealia,KZGMI-2001
AP078,Lapis legit,21.3,389.0,6.6,15.7,55.5,0.5,0.9,16.0,136.0,1.9,0.0,0.0,0.0,0.0,41.0,0.0,1.032,0.26,0.09,3.0,0.0,100.0,Olahan,Serealia,KZGPI-1990
AP079,Lupis ketan,61.0,164.0,1.8,2.1,34.5,0.7,0.6,119.0,31.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.2,0.0,100.0,Olahan,Serealia,KZGPI-1990
AP080,Manan samin,27.1,379.0,3.4,18.1,50.6,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,Olahan,Serealia,KZGMI-2001
AP081,Martabak india,65.8,153.0,4.5,4.2,24.3,0.0,1.2,14.0,108.0,2.4,240.0,112.0,0.4,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,Olahan,Serealia,KZGMI-2001
AP082,Martabak mesir,40.2,278.0,5.1,8.6,45.0,0.0,1.1,49.0,168.0,3.4,193.0,123.0,0.2,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,Olahan,Serealia,KZGMI-2001
AP083,Masekat,15.6,369.0,2.1,7.0,74.1,4.0,0.8,17.0,52.0,0.8,141.0,12.0,0.4,0.3,155.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,Olahan,Serealia,KZGMI-2001
AP084,Mie aceh rebus,74.6,113.0,3.0,3.2,18.1,0.0,1.1,22.0,44.0,1.4,191.0,36.0,0.2,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,Olahan,Serealia,KZGMI-2001
AP085,Mie ayam,78.6,102.0,6.2,3.9,10.5,0.0,0.8,262.0,51.0,1.8,279.0,0.0,0.0,0.0,39.0,0.0,166.0,0.85,0.0,0.0,0.0,100.0,Olahan,Serealia,KZGMS-1993
AP086,Mie bakso,74.5,114.0,5.3,3.0,16.4,0.1,0.8,286.0,53.0,1.9,760.0,0.0,0.0,0.0,17.0,0.0,180.0,0.16,0.0,0.0,0.0,100.0,Olahan,Serealia,KZGMS-1993
AP087,Mie celon,75.9,102.0,3.0,2.1,17.8,0.0,1.2,12.0,84.0,1.4,451.0,112.0,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,Olahan,Serealia,KZGMI-2001
AP088,Mie pangsit basah,79.2,105.0,5.9,4.9,9.4,0.0,0.7,208.0,48.0,2.0,530.0,0.0,0.0,0.0,25.0,0.0,620.0,0.46,0.0,0.0,0.0,100.0,Olahan,Serealia,KZGMS-1993
AP089,Nasi gemuk,61.4,192.0,3.8,8.8,24.4,0.7,1.6,15.0,74.0,1.0,355.0,63.0,0.2,1.4,0.0,0.0,0.0,0.19,0.05,2.0,0.0,100.0,Olahan,Serealia,KZGMI-2001
AP090,Nasi gurih,60.5,190.0,4.7,7.5,26.0,0.7,1.3,12.0,62.0,0.8,296.0,52.0,0.2,1.2,0.0,0.0,0.0,0.11,0.06,2.1,0.0,100.0,Olahan,Serealia,KZGMI-2001
AP091,Nasi minyak,53.3,207.0,3.5,5.0,37.1,0.8,1.1,26.0,100.0,1.5,74.0,174.0,0.2,2.2,0.0,0.0,0.0,0.14,0.07,2.6,0.0,100.0,Olahan,Serealia,KZGMI-2001
AP092,Nasi rames,65.8,155.0,10.3,4.2,19.1,0.0,0.6,239.0,62.0,1.8,265.0,0.0,0.0,0.0,96.0,0.0,3.14,0.59,0.0,0.0,0.0,100.0,Olahan,Serealia,KZGMS-1993
AP093,Nopia spesial,11.5,387.0,5.3,7.6,74.3,0.3,1.3,903.0,133.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,512.0,0.17,0.0,0.0,0.0,100.0,Olahan,Serealia,KZGPI-1990
AP094,Onde-onde,27.7,336.0,4.0,9.8,57.9,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,Olahan,Serealia,KZGMI-2001
AP095,Padamaran,67.6,171.0,3.9,8.9,18.8,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,Olahan,Serealia,KZGMI-2001
AP096,Pastel,38.3,307.0,4.5,13.3,42.4,0.0,1.5,296.0,53.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,5.36,0.15,0.0,0.0,0.0,100.0,Olahan,Serealia,KZGMS-1993
AP097,Pulut,49.1,216.0,2.6,3.1,44.4,0.0,0.8,6.0,70.0,3.8,100.0,22.0,0.4,1.3,0.0,0.0,0.0,0.14,0.0,0.0,0.0,100.0,Olahan,Serealia,KZGMI-2001
AP098,Pundut nasi,77.8,104.0,1.9,4.1,15.1,0.4,1.1,26.0,100.0,1.5,74.0,174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,Olahan,Serealia,KZGMI-2001
AP100,Putri selat,66.6,163.0,2.2,6.5,23.8,0.0,0.9,72.0,3.0,4.0,6.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,Olahan,Serealia,KZGMI-2001
AP101,Putu sopa,50.7,215.0,3.3,4.1,41.1,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,Olahan,Serealia,KZGMI-2001
AP102,Renggi goreng,8.8,471.0,4.7,21.8,64.1,6.4,0.6,4.0,80.0,1.1,126.0,29.0,0.9,1.3,0.0,0.0,0.0,0.53,0.05,8.2,0.0,100.0,Olahan,Serealia,KZGMI-2001
AP103,Roti boong,34.0,341.0,5.5,16.2,43.3,0.0,1.0,15.0,65.0,1.1,161.0,41.0,0.0,0.9,0.0,0.0,0.0,0.4,0.3,2.4,0.0,100.0,Olahan,Serealia,KZGMI-2001
AP104,Roti warna sawo matang,40.0,249.0,7.9,1.5,49.7,0.0,0.9,20.0,140.0,2.5,500.0,91.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,100.0,Olahan,Serealia,DABM-1964
AP105,Sarimuka,61.5,166.0,2.3,2.8,32.9,0.0,0.5,36.0,13.0,2.0,3.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,Olahan,Serealia,KZGMI-2001
AP106,Spaghetti,66.1,139.0,7.4,2.1,22.6,0.0,2.1,109.0,53.0,4.7,0.0,0.0,0.0,0.0,42.0,0.0,940.0,0.35,0.0,0.0,0.0,100.0,Olahan,Serealia,KZGMS-1993
AP107,Srikaya ketan,41.0,265.0,2.7,6.4,49.1,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,Olahan,Serealia,KZGMI-2001
AP108,Sunduk lawang,63.4,181.0,1.9,1.3,32.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,Olahan,Serealia,KZGMI-2001
AP109,Suwir-suwir,13.4,347.0,0.5,0.9,84.2,0.8,1.0,42.0,40.0,4.3,0.0,0.0,0.0,0.0,1.0,0.0,240.0,0.13,0.0,0.9,0.0,100.0,Olahan,Serealia,KZGPI-1990
AP110,Tipa-tipa,11.3,355.0,6.2,1.2,79.8,1.3,1.5,17.0,328.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.04,1.5,0.0,100.0,Olahan,Serealia,KZGPI-1990
AP111,Wajit camilan,27.1,303.0,6.3,2.7,63.3,6.9,0.6,61.0,302.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,100.0,Olahan,Serealia,KZGPI-1990
AP112,Widaran,7.0,424.0,1.3,10.7,80.7,0.2,0.3,49.0,88.0,2.5,0.0,0.0,0.0,0.0,21.0,0.0,440.0,0.13,0.2,2.2,0.0,100.0,Olahan,Serealia,KZGPI-1990
AP113,Wingko babat,29.7,355.0,3.2,15.1,51.4,2.4,0.7,47.0,63.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.0,100.0,Olahan,Serealia,KZGPI-1990
AP114,Yangko,37.4,254.0,3.0,1.1,58.1,0.8,0.4,184.0,24.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.15,0.0,0.0,0.0,100.0,Olahan,Serealia,KZGPI-1990
AP99,Putri hijau,54.8,189.0,5.4,2.1,37.2,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,Olahan,Serealia,KGZMI-2001
AR001,"Beras giling, mentah",12.0,357.0,8.4,1.7,77.1,0.2,0.8,147.0,81.0,1.8,27.0,71.0,0.1,0.5,0.0,0.0,0.0,0.2,0.08,2.6,0.0,100.0,Tunggal,Serealia,KZGMI-2001
AR002,"Beras giling var pelita, mentah",11.4,369.0,9.5,1.4,77.1,0.4,0.6,68.0,171.0,1.4,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,100.0,Tunggal,Serealia,KZGPI-1990
AR003,"Beras giling var rojolele, mentah",12.0,357.0,8.4,1.7,77.1,0.2,0.8,147.0,81.0,1.8,34.0,112.9,0.14,0.1,0.0,0.0,80.0,0.2,0.02,1.5,0.0,100.0,Tunggal,Serealia,KZGPI-1990
AR004,"Beras hitam, mentah",12.9,351.0,8.0,1.3,76.9,20.1,0.9,6.0,198.0,0.1,15.0,105.0,0.1,1.6,0.0,0.0,0.0,0.21,0.06,0.0,0.0,100.0,Tunggal,Serealia,KZGMI-2001
AR005,"Beras jagung kuning, kering, mentah",10.8,358.0,5.5,0.1,82.7,10.0,0.9,20.0,90.0,1.4,1.0,80.0,0.1,4.1,0.0,641.0,0.0,0.12,0.08,1.0,3.0,100.0,Tunggal,Serealia,KZGMI-2001
AR006,"Beras jagung putih, kering, mentah",22.5,307.0,4.8,0.1,71.8,10.0,0.8,17.0,78.0,1.2,1.0,70.0,0.1,3.5,0.0,301.0,0.0,0.15,0.07,0.9,0.0,100.0,Tunggal,Serealia,KZGMI-2001
AR007,"Beras ketan hitam tumbuk, mentah",13.7,360.0,8.0,2.3,74.5,1.0,1.5,10.0,347.0,6.2,11.0,288.0,0.28,2.2,0.0,0.0,0.0,0.24,0.1,2.0,0.0,100.0,Tunggal,Serealia,KZGPI-1990
AR008,"Beras ketan putih tumbuk, mentah",12.9,361.0,7.4,0.8,78.4,0.4,0.5,13.0,157.0,3.4,3.0,282.0,0.28,2.2,0.0,0.0,0.0,0.28,0.0,1.4,0.0,100.0,Tunggal,Serealia,KZGPI-1990
AR009,"Beras ladang, mentah",9.8,376.0,7.5,3.8,78.0,5.9,0.9,20.0,110.0,0.8,10.0,70.0,0.1,1.4,0.0,0.0,0.0,0.2,0.2,5.1,0.0,100.0,Tunggal,Serealia,KZGMI-2001
AR010,"Beras menir, mentah",12.0,362.0,7.7,4.4,73.0,0.2,0.2,22.0,272.0,3.7,90.0,201.0,0.1,0.5,0.0,0.0,0.0,0.55,0.04,1.9,0.0,100.0,Tunggal,Serealia,DABM-1964
AR011,Beras parboiled,10.0,353.0,6.8,0.6,80.0,0.5,2.5,5.0,142.0,0.8,2.0,46.0,0.28,1.0,0.0,0.0,0.0,0.22,0.11,3.4,0.0,100.0,Tunggal,Serealia,DABM-1964
AR012,"Beras tumbuk, mentah",11.5,354.0,7.8,0.4,79.9,3.8,0.4,3.0,112.0,0.6,5.0,85.0,0.5,1.5,0.0,0.0,0.0,0.25,0.22,5.1,0.0,100.0,Tunggal,Serealia,KZGMI-2001
AR013,"Beras tumbuk merah, mentah",14.6,352.0,7.3,0.9,76.2,0.8,1.0,15.0,257.0,4.2,10.0,202.0,0.36,1.9,0.0,0.0,0.0,0.34,0.05,3.3,0.0,100.0,Tunggal,Serealia,KZGPI-1990
AR014,"Cantel, mentah",11.0,366.0,11.0,3.3,73.0,1.2,1.7,28.0,287.0,4.4,7.0,249.0,0.0,0.0,0.0,0.0,0.0,0.09,0.14,2.8,0.0,100.0,Tunggal,Serealia,DABM-1964
AR015,"Jagung muda, kuning, mentah",61.8,147.0,5.1,0.7,31.5,1.3,0.9,6.0,122.0,1.1,5.0,33.6,0.13,0.8,0.0,113.0,261.0,0.24,0.05,0.8,9.0,100.0,Tunggal,Serealia,KZGPI-1990
AR016,"Jagung kuning pipil, kering, mentah",11.5,366.0,9.8,7.3,69.1,2.2,2.4,30.0,538.0,2.3,5.0,79.4,0.1,1.9,0.0,636.0,641.0,0.12,0.12,1.8,3.0,100.0,Tunggal,Serealia,KZGPI-1990
AR017,"Jagung pipil var. harapan, kering",11.3,367.0,6.2,5.1,76.2,2.6,1.2,7.0,354.0,2.8,1.0,79.6,0.1,1.9,0.0,637.0,385.0,0.19,0.08,1.0,0.0,100.0,Tunggal,Serealia,KZGPI-1990
AR018,"Jagung pipil var. metro, kering",10.6,368.0,5.5,4.6,78.0,2.9,1.3,7.0,300.0,2.4,1.0,80.2,0.1,1.9,0.0,642.0,554.0,0.16,0.08,1.0,0.0,100.0,Tunggal,Serealia,KZGPI-1990
AR019,"Jali, mentah",23.0,324.0,11.0,4.0,61.0,3.1,1.0,213.0,176.0,11.0,24.0,0.0,0.1,0.4,0.0,0.0,0.0,0.14,0.08,1.8,0.0,90.0,Tunggal,Serealia,DABM-1964
AR020,"Jawawut, mentah",11.9,364.0,9.7,3.5,73.4,8.2,1.5,28.0,311.0,5.3,7.0,255.1,0.45,1.5,0.0,33.0,0.0,0.33,0.28,4.5,0.0,100.0,Tunggal,Serealia,DABM-1964
AR021,"Jampang huma, mentah",11.7,350.0,6.2,1.4,78.2,1.7,2.5,329.0,254.0,5.3,53.0,396.7,0.7,1.6,0.0,33.0,0.0,0.51,0.3,0.7,0.0,100.0,Tunggal,Serealia,DABM-1964
