Kode,Nama,Air,Energi,Protein,Lemak,Karbohidrat,Serat,Abu,Kalsium,Fosfor,Besi,Natrium,Kalium,Tembaga,Seng,Retinol,?-karoten,Karoten,Thiamin,Riboflavin,Niasin,Vitamin C,BDD,Olahan,Makanan,TKPI 2019
BP001,"Batatas kelapa, ubi, bakar",73.2,110.0,1.4,1.1,23.4,4.5,0.7,1.0,46.0,0.2,12.0,230.0,0.2,0.3,0.0,0.0,0.0,1.13,0.0,0.0,0.0,85.0,Olahan,Umbi,KZGMI-2001
BP002,"Batatas kelapa, ubi, kukus",75.7,92.0,1.2,0.3,21.0,4.1,1.8,0.0,42.0,0.2,10.0,209.0,0.2,0.3,0.0,0.0,0.0,0.28,0.0,0.7,0.0,100.0,Olahan,Umbi,KZGMI-2001
BP003,"Batatas tali, ubi, rebus",53.2,182.0,2.4,0.4,42.2,9.2,1.8,1.0,80.0,0.3,20.0,402.0,0.3,0.6,0.0,0.0,0.0,0.27,0.0,1.3,0.0,100.0,Olahan,Umbi,KZGMI-2001
BP004,"Belitung, talas, kukus",63.1,145.0,1.2,0.4,34.2,1.0,1.1,21.0,48.0,0.9,7.0,552.6,0.2,0.9,0.0,0.0,0.0,0.08,0.1,2.3,1.0,100.0,Olahan,Umbi,KZGPI-1990
BP005,"Bentul, talas, kukus",81.1,71.0,2.3,0.3,15.4,0.5,0.9,29.0,26.0,0.6,0.0,201.0,0.2,0.6,0.0,0.0,0.0,0.06,0.0,0.0,21.0,100.0,Olahan,Umbi,KZGPI-1990
BP006,"Gadung, ubi, kukus",77.4,88.0,0.6,0.3,20.9,0.9,0.8,26.0,47.0,0.4,6.0,584.0,0.2,0.2,0.0,0.0,0.0,0.03,0.0,0.4,0.0,100.0,Olahan,Umbi,KZGPI-1990
BP007,"Ganyong, rebus",74.1,100.0,0.8,0.2,23.8,0.9,1.1,15.0,65.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,6.0,100.0,Olahan,Umbi,KZGPI-1990
BP008,Ketela pohon/singkong kukus,61.5,153.0,1.2,0.3,36.4,1.3,0.6,56.0,22.0,0.4,2.0,345.3,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.3,20.0,100.0,Olahan,Umbi,KZGPI-1990
BP009,"Suweg, talas, kukus",75.5,93.0,1.5,0.1,21.9,0.9,1.0,50.0,58.0,0.8,6.0,350.3,0.1,0.1,0.0,0.0,283.0,0.09,0.0,0.3,0.0,100.0,Olahan,Umbi,KZGPI-1990
BP010,"Talas bogor, kukus",69.2,120.0,1.5,0.3,28.2,0.7,0.8,31.0,63.0,0.7,11.0,498.0,0.2,0.6,0.0,0.0,0.0,0.05,0.6,0.8,2.0,100.0,Olahan,Umbi,KZGPI-1990
BP011,"Ubi jalar, kuning, kukus",74.2,100.0,0.7,0.3,23.8,1.0,1.0,44.0,46.0,0.4,3.0,0.8,0.1,0.2,0.0,819.0,4.427,0.0,0.1,0.6,16.0,100.0,Olahan,Umbi,KZGPI-1990
BP012,Ubi jalar tinta/ kemayung kukus,58.5,165.0,0.9,0.2,39.8,1.1,0.6,20.0,23.0,0.8,1.0,0.9,0.1,0.2,0.0,0.0,0.0,0.02,0.1,0.5,0.0,100.0,Olahan,Umbi,KZGPI-1990
BP013,Bagea kelapa asin,3.5,450.0,3.2,13.9,78.1,0.0,1.3,38.0,38.0,0.3,74.0,0.0,0.2,0.2,0.0,0.0,0.0,0.3,0.0,0.0,0.0,100.0,Olahan,Umbi,KZGMI-2001
BP014,Bagea kelapa manis,3.0,452.0,1.3,13.8,80.6,0.0,1.3,38.0,39.0,0.3,75.0,0.0,0.2,0.2,0.0,0.0,0.3,0.0,0.0,0.0,0.0,100.0,Olahan,Umbi,KZGMI-2001
BP015,Bagea kenari asin,2.8,529.0,3.2,29.1,63.6,0.0,1.3,38.0,40.0,0.4,74.0,0.0,0.2,0.2,0.0,0.0,0.0,0.3,0.0,0.0,0.0,100.0,Olahan,Umbi,KZGMI-2001
BP016,Bagea kenari manis,3.1,523.0,3.2,28.2,64.2,0.0,1.3,38.0,39.0,0.3,74.0,0.0,0.2,0.2,0.0,0.0,0.0,0.3,0.0,0.0,0.0,100.0,Olahan,Umbi,KZGMI-2001
BP017,Bagea kw 1,7.2,416.0,6.5,9.4,76.3,0.4,0.6,49.0,77.0,4.9,0.0,0.0,0.0,0.0,13.0,0.0,312.0,0.08,0.0,2.6,0.0,100.0,Olahan,Umbi,KZGPI-1990
BP018,Bagea kw 2,7.9,382.0,0.3,3.5,87.2,0.9,1.1,172.0,120.0,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,100.0,Olahan,Umbi,KZGPI-1990
BP019,Beras Cerdas,11.3,350.0,2.7,1.1,82.3,6.2,2.6,28.0,351.0,2.9,358.0,568.0,0.2,0.9,0.0,0.4,0.0,0.02,0.2,0.3,0.2,100.0,Olahan,Umbi,BKP
BP020,Beras ganyong,9.3,364.0,3.4,0.7,86.3,4.7,0.5,4.0,47.0,5.0,4.0,72.2,0.2,0.6,0.0,1.0,0.1,0.02,0.02,0.3,0.2,100.0,Olahan,Umbi,BKP
BP021,Beras Siger,13.5,344.0,1.1,0.2,28.3,5.6,0.7,32.0,22.0,5.6,106.0,77.9,0.1,0.5,0.0,0.0,0.0,0.02,0.1,0.2,0.2,100.0,Olahan,Umbi,BKP
BP022,Biji nangka/Biji salak,40.5,262.0,2.3,5.4,51.1,8.0,0.7,60.0,80.0,0.8,10.0,2.0,0.6,2.0,0.0,1.667,0.0,0.1,1.0,0.0,10.0,100.0,Olahan,Umbi,KZGMI-2001
BP023,Bubur sagu,62.5,167.0,0.2,4.0,33.0,0.0,0.3,3.0,3.0,0.1,7.0,0.0,0.1,0.1,0.0,0.0,0.0,9.0,0.0,0.1,0.0,100.0,Olahan,Umbi,KZGMI-2001
BP024,Cassavastick,5.6,460.0,0.8,18.7,17.2,1.6,2.7,144.0,58.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.19,0.07,0.1,0.0,100.0,Olahan,Umbi,KZGPI-1990
BP025,Ceriping getuk singkong,7.2,462.0,1.2,20.7,67.7,0.6,3.2,1.248,172.0,8.8,0.0,0.0,0.0,0.0,0.0,0.0,152.0,0.29,0.02,0.5,0.0,100.0,Olahan,Umbi,KZGPI-1990
BP026,Gatot,12.8,347.0,1.3,0.7,83.8,5.8,1.4,78.0,44.0,17.1,28.0,242.0,0.2,0.7,0.0,0.0,0.0,0.02,0.1,0.4,0.2,100.0,Olahan,Umbi,BKP
BP027,Geblek,52.1,195.0,0.4,1.7,44.4,3.6,1.4,35.0,13.0,0.6,353.0,125.0,0.3,0.3,0.0,0.0,0.3,0.02,0.0,0.1,0.2,100.0,Olahan,Umbi,BKP
BP028,Getuk goreng,16.5,360.0,1.3,6.4,74.3,0.8,1.5,59.0,81.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.1,0.0,100.0,Olahan,Umbi,KZGPI-1990
BP029,Getuk singkong,49.8,204.0,0.5,1.4,47.4,0.8,1.1,97.0,52.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,208.0,0.08,0.0,0.1,0.0,100.0,Olahan,Umbi,KZGPI-1990
BP030,Gurandil,47.5,218.0,0.5,2.5,48.5,3.1,1.0,50.0,25.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,100.0,Olahan,Umbi,KZGPI-1990
BP031,Kabuto,58.9,250.0,2.6,2.5,35.4,1.8,0.6,35.0,49.0,1.1,2.0,218.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.6,0.0,100.0,Olahan,Umbi,KZGMI-2001
BP032,Kapurung,79.6,41.0,2.0,0.3,7.8,2.0,0.6,34.0,12.0,0.3,185.0,566.0,0.1,0.3,0.0,213.0,0.0,0.12,0.25,2.7,15.0,100.0,Olahan,Umbi,KZGMI-2001
BP033,Kecimpring singkong goreng,3.7,464.0,1.2,18.6,73.0,1.3,3.5,82.0,52.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,3.32,0.34,0.0,0.0,0.0,100.0,Olahan,Umbi,KZGPI-1990
BP034,Keremes,6.7,475.0,1.6,25.2,64.4,2.1,2.1,153.0,88.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,Olahan,Umbi,KZGPI-1990
BP035,Keripik gadung,4.0,446.0,2.8,14.5,76.0,1.7,2.8,147.0,52.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,100.0,Olahan,Umbi,KZGPI-1990
BP036,Keripik kentang,7.8,448.0,2.7,18.8,67.1,3.8,3.6,25.0,130.0,1.2,712.0,406.0,1.1,0.0,0.0,15.0,0.0,0.1,0.05,2.8,0.0,100.0,Olahan,Umbi,KZGMI-2001
BP037,Keripik singkong,4.2,478.0,0.9,20.7,72.0,2.0,2.2,189.0,101.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,100.0,Olahan,Umbi,KZGPI-1990
BP038,Keripik singkong berbumbu,2.2,481.0,2.2,19.7,73.6,1.6,2.3,156.0,103.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.31,0.0,0.0,0.0,100.0,Olahan,Umbi,KZGPI-1990
BP039,Keripik ubi,6.0,486.0,0.2,23.9,67.6,14.3,2.3,68.0,92.0,0.9,52.0,2.0,0.7,2.3,0.0,920.0,0.0,0.1,0.1,0.5,0.0,100.0,Olahan,Umbi,KZGMI-2001
BP040,Kerupuk cumi goreng,3.4,444.0,6.9,14.6,71.3,5.0,3.8,47.0,375.0,1.8,837.0,191.0,0.1,0.3,0.0,0.0,0.0,0.4,0.1,1.8,0.0,100.0,Olahan,Umbi,KZGMI-2001
BP041,Kerupuk kemplang (ikan) mentah,14.2,325.0,1.8,0.4,78.5,4.5,5.1,59.0,268.0,2.3,1.123,273.0,0.2,0.5,32.0,0.0,0.0,0.6,0.1,2.3,0.0,100.0,Olahan,Umbi,KZGMI-2001
BP042,Kerupuk kemplang goreng,5.8,504.0,5.6,28.1,57.1,0.3,3.4,50.0,94.0,2.9,0.0,0.0,0.0,0.0,6.0,0.0,280.0,0.31,0.0,0.0,0.0,100.0,Olahan,Umbi,KZGPI-1990
BP043,Kerupuk kemplang panggang,9.4,356.0,9.7,1.1,76.9,1.0,3.0,62.0,129.0,2.9,0.0,0.0,0.0,0.0,7.0,0.0,280.0,0.36,0.0,0.0,0.0,100.0,Olahan,Umbi,KZGPI-1990
BP044,Kerupuk mie kuning goreng,7.2,476.0,0.1,21.1,71.3,4.2,0.3,57.0,36.0,4.6,0.0,109.0,0.1,0.2,0.0,0.0,333.0,0.22,0.0,0.9,0.0,100.0,Olahan,Umbi,KZGPI-1990
BP045,Kerupuk udang goreng,4.4,477.0,4.7,20.5,68.5,5.0,1.9,24.0,188.0,0.9,449.0,109.0,0.1,0.2,0.0,0.0,0.0,0.2,0.0,0.9,0.0,100.0,Olahan,Umbi,KZGMI-2001
BP046,Kue bangket,16.1,338.0,1.5,1.2,80.3,0.0,0.9,34.0,35.0,0.3,67.0,0.0,0.2,0.2,0.0,0.0,0.0,0.3,0.0,0.0,0.0,100.0,Olahan,Umbi,KZGMI-2001
BP047,Kue putu singkong,44.2,217.0,1.2,0.5,53.2,2.4,0.9,48.0,68.0,1.5,3.0,305.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.8,0.0,100.0,Olahan,Umbi,KZGMI-2001
BP048,Lanting getuk,4.2,422.0,0.9,10.8,80.4,1.4,3.8,206.0,104.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,100.0,Olahan,Umbi,KZGPI-1990
BP049,Mi golosor,82.9,71.0,0.2,0.8,15.9,0.1,0.2,117.0,5.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.05,0.02,0.0,0.0,100.0,Olahan,Umbi,KZGPI-1990
BP050,Mie Bendo,11.5,353.0,0.3,0.0,88.0,2.4,0.2,28.0,14.0,2.8,9.0,49.2,0.5,0.1,0.0,2.0,0.0,0.02,0.0,0.1,0.2,100.0,Olahan,Umbi,BKP
BP051,Mie Sagu,52.8,190.0,0.2,0.4,46.5,1.4,0.1,8.0,7.0,0.3,10.0,2.6,0.1,0.0,0.0,2.0,0.0,0.0,0.4,0.0,0.2,100.0,Olahan,Umbi,BKP
BP052,Ongol-ongol sagu,75.3,111.0,0.3,2.7,21.2,0.3,0.5,79.0,15.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,100.0,Olahan,Umbi,KZGPI-1990
BP053,Oyek,12.6,351.0,0.9,0.9,84.9,4.3,0.7,60.0,36.0,2.1,5.0,229.0,0.1,0.5,0.0,0.0,0.0,0.02,0.02,0.5,0.2,100.0,Olahan,Umbi,BKP
BP054,Papeda,84.8,61.0,0.2,0.1,14.9,0.5,0.1,3.0,1.0,0.2,4.0,20.0,0.1,0.1,0.0,0.0,0.0,0.06,0.0,0.0,0.0,100.0,Olahan,Umbi,KZGMI-2001
BP055,Rasbi (Beras Ubi),11.1,394.0,2.2,8.8,76.6,6.8,1.3,68.0,76.0,1.6,165.0,388.0,0.4,0.4,0.0,0.0,0.0,0.02,0.3,1.2,0.2,100.0,Olahan,Umbi,BKP
BP056,Rasi (Beras Singkong),12.6,350.0,0.9,0.4,85.7,14.4,0.5,42.0,21.0,1.5,8.0,14.0,0.3,0.5,0.0,0.0,0.0,0.02,0.02,0.4,0.2,100.0,Olahan,Umbi,BKP
BP057,Sagu forno,31.5,291.0,0.5,4.0,63.4,0.0,0.6,10.0,20.0,0.8,40.0,50.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,Olahan,Umbi,KZGMI-2001
BP058,Sagu Lemak (Kue Sagon),4.3,452.0,2.8,14.8,76.8,1.1,0.7,15.0,39.0,1.1,182.0,52.7,0.04,0.8,0.0,1.22,0.0,0.32,0.04,0.1,0.2,100.0,Olahan,Umbi,BKP
BP059,Sagu manis,32.6,287.0,0.5,3.9,62.4,0.0,0.6,8.0,17.0,0.7,34.0,42.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,Olahan,Umbi,KZGMI-2001
BP060,Sagu Rendang,8.2,364.0,0.1,0.2,90.5,1.9,1.0,13.0,9.0,3.9,42.0,15.1,0.1,0.1,0.0,0.0,0.0,0.02,0.6,0.8,0.2,100.0,Olahan,Umbi,BKP
BP061,Sagu sinole,22.0,354.0,0.8,8.3,68.9,0.0,0.1,10.0,30.0,0.8,30.0,11.0,0.2,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,Olahan,Umbi,KZGMI-2001
BP062,Serimping talas kebumen,4.8,478.0,2.5,21.2,69.2,1.7,2.3,112.0,118.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,100.0,Olahan,Umbi,KZGPI-1990
BP063,Tapai singkong,57.4,169.0,1.4,0.3,40.2,2.0,0.7,21.0,34.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,100.0,Olahan,Umbi,KZGPI-1990
BP064,Tepung Arrowroot,13.6,355.0,0.7,0.2,85.2,0.4,0.3,8.0,22.0,1.5,2.0,10.7,0.0,0.1,0.0,20.0,3.0,0.09,0.0,0.0,0.0,100.0,Olahan,Umbi,DABM-1964
BP065,Tepung Ganyong,13.6,353.0,0.8,1.7,83.6,0.7,0.3,4.0,31.0,3.3,3.0,63.5,0.1,0.3,0.0,0.0,0.0,0.02,0.0,0.9,1.0,100.0,Olahan,Umbi,BKP
BP066,Tepung Gaplek,13.0,345.0,2.4,0.4,83.1,6.7,1.1,18.0,95.0,1.5,6.0,55.0,0.4,1.2,0.0,1.0,0.0,0.3,0.2,0.1,0.2,100.0,Olahan,Umbi,BKP
BP067,"Tepung kentang, kering",13.0,347.0,0.3,0.1,85.6,0.4,1.0,20.0,30.0,0.5,51.0,156.3,0.2,0.5,0.0,0.0,0.0,0.04,0.0,0.4,0.0,100.0,Olahan,Umbi,DABM-1964
BP068,Tepung Mocaf,11.9,350.0,1.2,0.6,85.0,6.0,1.3,60.0,64.0,15.8,8.0,403.0,0.1,0.6,0.0,0.0,0.0,0.02,0.02,0.7,2.0,100.0,Olahan,Umbi,BKP
BP069,Tepung Sente,15.3,326.0,4.0,0.4,76.7,8.5,3.6,41.0,141.0,3.5,14.0,0.0,0.4,1.4,0.0,0.0,0.0,0.02,0.2,7.7,0.2,100.0,Olahan,Umbi,BKP
BP070,Tepung singkong/ Tapioka,9.1,363.0,1.1,0.5,88.2,0.9,1.1,84.0,125.0,1.0,1.0,7.1,0.0,0.1,0.0,0.0,0.0,0.04,0.0,0.4,0.0,100.0,Olahan,Umbi,DABM-1964
BP071,Tepung Tales Beneng,12.2,332.0,5.7,0.6,76.1,12.2,5.5,59.0,302.0,10.7,7.0,0.0,0.8,6.2,0.0,0.2,0.0,0.02,0.1,0.3,0.2,100.0,Olahan,Umbi,BKP
BP072,Tepung Ubi Ungu,9.4,354.0,2.8,0.6,84.4,12.9,2.8,89.0,125.0,3.9,42.0,940.0,0.8,0.6,0.0,0.0,0.0,0.4,0.02,0.0,0.2,100.0,Olahan,Umbi,BKP
BP073,Tiwul,11.2,353.0,2.4,1.1,83.4,6.5,1.6,55.0,95.0,4.7,5.0,670.0,0.2,0.8,0.0,0.0,0.0,0.02,0.02,0.1,3.0,100.0,Olahan,Umbi,BKP
BP074,Tiwul Instan,9.1,395.0,3.2,8.5,76.5,4.2,2.7,81.0,81.0,5.8,377.0,469.0,2.1,1.2,0.0,0.0,0.0,0.4,0.2,0.2,4.0,100.0,Olahan,Umbi,BKP
BP075,Ubi Cilembu,52.7,186.0,1.9,0.2,44.3,3.4,0.9,37.0,51.0,0.6,62.0,61.9,0.1,0.2,0.0,26.0,0.0,0.02,0.2,0.0,0.3,90.0,Olahan,Umbi,BKP
BP076,Uli batatas,66.5,150.0,1.1,4.0,27.4,0.0,1.0,0.0,23.0,0.1,6.0,112.0,0.1,0.2,0.0,0.0,0.0,0.53,0.0,1.3,0.0,100.0,Olahan,Umbi,KZGMI-2001
BR001,"Arrowroot, segar",73.5,102.0,1.0,0.2,24.1,1.7,1.2,28.0,35.0,1.7,36.0,626.6,0.2,0.8,0.0,15.0,0.0,0.06,0.1,2.3,2.0,100.0,Tunggal,Umbi,KZGPI-1990
BR002,"Batatas gembili, segar",76.7,76.0,1.1,0.9,16.0,4.2,0.7,0.0,40.0,0.2,10.0,200.0,0.2,0.3,0.0,0.0,0.0,0.06,0.0,0.9,0.0,85.0,Tunggal,Umbi,KZGMI-2001
BR003,"Batatas kelapa, ubi, segar",76.1,89.0,1.1,0.1,21.0,4.0,0.7,0.0,40.0,0.2,20.0,340.0,0.1,0.2,0.0,0.0,0.0,0.38,0.0,0.9,0.0,85.0,Tunggal,Umbi,KZGMI-2001
BR004,"Belitung, talas, segar",63.1,145.0,1.2,0.4,34.2,1.5,1.1,26.0,54.0,1.4,6.0,536.1,0.2,0.9,0.0,0.0,0.0,0.1,0.1,2.3,2.0,85.0,Tunggal,Umbi,KZGPI-1990
BR005,"Bengkuang, segar",85.1,59.0,1.4,0.2,12.8,1.0,0.5,15.0,18.0,0.6,2.0,244.3,0.1,0.3,0.0,0.0,0.0,0.04,0.1,0.2,20.0,84.0,Tunggal,Umbi,DABM-1964
BR006,"Bentul (Komba), talas, segar",75.8,98.0,1.6,0.7,20.9,0.7,1.8,44.0,66.0,1.5,0.0,195.5,0.2,0.6,0.0,0.0,0.0,0.02,0.1,0.8,0.0,86.0,Tunggal,Umbi,KZGPI-1990
BR007,"Gadeng/Gadung, kering",20.2,322.0,2.4,0.6,76.6,0.0,0.2,39.0,22.0,2.2,5.0,2.0,0.5,0.2,0.0,0.0,0.0,0.45,0.02,1.0,0.0,100.0,Tunggal,Umbi,KZGMI-2001
BR008,"Gadung, ubi, segar",74.4,100.0,0.9,0.3,23.5,2.1,0.9,79.0,66.0,0.9,8.0,687.2,0.2,0.2,0.0,0.0,0.0,0.23,0.0,0.5,2.0,85.0,Tunggal,Umbi,KZGPI-1990
BR009,"Ganyong, segar",79.9,77.0,0.6,0.2,18.4,0.8,0.9,15.0,67.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,9.0,65.0,Tunggal,Umbi,KZGPI-1990
BR010,"Gembili, ubi, segar",66.4,131.0,1.1,0.2,31.3,1.1,1.0,14.0,56.0,0.6,10.0,200.0,0.2,0.3,0.0,0.0,0.0,0.08,0.0,0.9,4.0,85.0,Tunggal,Umbi,KZGPI-1990
BR011,"Hofa/Ubi hutan, segar",67.9,127.0,1.2,0.5,29.5,3.4,0.9,30.0,8.0,0.7,3.0,4.0,0.1,0.2,0.0,0.0,0.0,0.3,0.05,0.6,0.0,85.0,Tunggal,Umbi,KZGMI-2001
BR012,"Kaburan, ubi, segar",66.5,133.0,1.0,0.2,32.2,0.7,0.5,65.0,50.0,0.6,10.0,899.2,0.2,0.2,0.0,0.0,0.0,0.01,0.0,0.3,0.0,81.0,Tunggal,Umbi,KZGPI-1990
BR013,"Kentang, segar",83.4,62.0,2.1,0.2,13.5,0.5,0.8,63.0,58.0,0.7,7.0,396.0,0.4,0.3,0.0,0.0,0.0,0.09,0.1,1.0,21.0,85.0,Tunggal,Umbi,KZGPI-1990
BR014,"Kentang hitam, segar",64.0,142.0,0.9,0.4,33.7,5.4,1.0,34.0,75.0,0.2,22.0,890.3,0.9,0.6,0.0,0.0,0.0,0.02,0.1,2.2,38.0,75.0,Tunggal,Umbi,DABM-1964
BR015,"Keribang, ubi, segar",67.0,137.0,1.3,1.1,29.8,0.6,0.8,45.0,56.0,0.8,10.0,885.8,0.2,0.3,0.0,0.0,0.0,0.0,0.0,0.7,0.0,83.0,Tunggal,Umbi,KZGPI-1990
BR016,"Ketela pohon/ singkong, segar",61.4,154.0,1.0,0.3,36.8,0.9,0.5,77.0,24.0,1.1,2.0,394.0,0.3,0.4,0.0,0.0,0.0,0.06,0.1,0.5,31.0,85.0,Tunggal,Umbi,KZGPI-1990
BR017,Lepok/Ubi rumput,55.3,181.0,2.8,1.2,39.8,10.7,0.9,7.0,50.0,3.1,116.0,306.0,1.6,0.9,0.0,0.0,0.0,0.28,0.05,1.5,0.0,85.0,Tunggal,Umbi,KZGMI-2001
BR018,"Sagu aren, kering",11.9,355.0,0.6,1.1,85.6,0.3,0.8,91.0,167.0,2.2,2.0,200.0,0.0,0.3,0.0,0.0,0.0,0.04,0.1,0.5,0.0,100.0,Tunggal,Umbi,KZGPI-1990
BR019,"Sagu aren, segar",42.5,231.0,0.6,0.2,56.6,3.2,0.1,20.0,20.0,0.1,7.0,0.0,0.1,0.1,0.0,0.0,0.0,0.2,0.0,0.0,0.0,100.0,Tunggal,Umbi,KZGMI-2001
BR020,Sagu kasbi segar,42.5,230.0,0.6,0.2,56.5,3.0,0.2,20.0,1.0,0.3,100.0,410.0,0.1,0.2,0.0,0.0,0.0,0.1,0.0,0.0,0.0,100.0,Tunggal,Umbi,KZGMI-2001
BR021,Sagu lempeng,13.5,347.0,0.9,0.3,85.2,4.7,0.1,30.0,30.0,0.2,11.0,0.0,0.1,0.1,0.0,0.0,0.0,0.3,0.0,0.0,0.0,100.0,Tunggal,Umbi,KZGMI-2001
BR022,"Sagu singkong, kering",12.0,362.0,0.5,0.3,86.9,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,Tunggal,Umbi,DABM-1964
BR023,"Sente, talas, segar",14.0,353.0,0.7,0.2,84.7,6.6,0.4,11.0,13.0,1.5,30.0,694.6,0.6,2.2,0.0,41.0,0.0,0.05,0.2,2.8,5.0,86.0,Tunggal,Umbi,DABM-1964
BR024,"Suweg, talas, segar",80.1,74.0,1.4,0.1,17.2,1.4,1.2,42.0,46.0,1.3,7.0,400.0,0.1,0.1,0.0,24.0,254.0,0.04,0.0,0.4,2.0,86.0,Tunggal,Umbi,KZGPI-1990
BR025,"Talas bogor, segar",72.4,108.0,1.4,0.4,25.0,0.9,0.8,47.0,67.0,0.7,10.0,448.0,0.2,0.7,0.0,0.0,0.0,0.06,0.07,1.0,4.0,85.0,Tunggal,Umbi,KZGPI-1990
BR026,"Talas pontianak, segar",60.0,163.0,2.3,0.5,36.4,0.7,0.9,45.0,80.0,1.7,14.0,323.1,0.3,1.0,0.0,0.0,0.0,0.02,0.1,1.3,0.0,83.0,Tunggal,Umbi,KZGPI-1990
BR027,"Talas viqueque, segar",70.6,115.0,1.8,0.5,25.9,8.6,1.2,50.0,220.0,0.9,1.0,70.0,0.3,1.0,0.0,0.0,0.0,0.08,0.1,0.9,0.0,85.0,Tunggal,Umbi,KZGMI-2001
BR028,"Ubi jalar, kuning, segar",72.6,119.0,0.5,0.4,25.1,4.2,1.0,30.0,40.0,0.4,3.0,1.0,0.1,0.2,0.0,794.0,4.948,0.06,0.07,0.7,0.0,85.0,Tunggal,Umbi,KZGMI-2001
BR029,"Ubi jalar manis, segar",78.4,83.0,1.5,0.2,18.8,0.6,1.1,27.0,162.0,2.1,52.0,320.7,0.1,0.3,0.0,0.0,0.0,0.02,0.0,0.4,0.0,85.0,Tunggal,Umbi,KZGPI-1990
BR030,"Ubi jalar merah, segar",61.9,151.0,1.6,0.3,35.4,0.7,0.6,29.0,74.0,0.7,92.0,565.6,0.3,0.5,0.0,0.0,1.208,0.13,0.08,0.7,11.0,86.0,Tunggal,Umbi,KZGPI-1990
BR031,"Ubi jalar putih, segar",77.8,88.0,0.4,0.4,20.6,4.0,0.8,30.0,10.0,0.5,2.0,4.0,0.1,0.2,0.0,13.0,264.0,0.25,0.06,0.5,36.0,86.0,Tunggal,Umbi,KZGMI-2001
BR032,Ubi jalar tinta/ kemayung,72.5,108.0,0.5,0.4,25.6,4.2,1.0,30.0,40.0,0.5,1.0,1.0,0.1,0.2,0.0,13.0,0.0,0.09,0.06,0.6,24.0,85.0,Tunggal,Umbi,KZGMI-2001
BR033,"Umbi Uwi, segar",69.7,120.0,2.8,0.5,82.3,2.6,0.9,9.0,42.0,1.3,412.0,412.0,0.3,0.6,0.0,0.0,0.0,0.02,0.5,0.2,4.0,86.0,Tunggal,Umbi,BKP
CP001,"Kacang belimbing (kecipir), rebus",55.6,204.0,16.9,8.8,17.5,4.8,1.2,230.0,180.0,3.3,43.0,0.0,3.24,2.3,0.0,0.0,0.0,0.2,0.48,0.7,0.0,100.0,Olahan,Kacang,KZGPI-1990
CP002,"Kacang bogor, goreng",3.0,479.0,12.7,23.2,58.9,1.2,2.2,135.0,184.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.45,4.1,0.0,35.0,Olahan,Kacang,KZGPI-1990
CP003,"Kacang bogor, rebus",61.2,161.0,7.7,2.8,27.1,2.0,1.2,56.0,134.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,35.0,Olahan,Kacang,KZGPI-1990
CP004,"Kacang gude, rebus",61.5,147.0,9.0,0.5,27.5,3.4,1.5,50.0,175.0,2.0,14.0,0.0,0.8,2.7,0.0,12.0,0.0,0.1,0.07,13.2,0.0,100.0,Olahan,Kacang,KZGPI-1990
CP005,"Kacang hijau, rebus",71.3,109.0,8.7,0.5,18.3,1.5,1.2,95.0,149.0,1.5,447.0,657.8,1.4,2.8,0.0,18.0,120.0,0.12,0.04,0.4,3.0,100.0,Olahan,Kacang,KZGPI-1990
